Champion,Region,Rank,Tier,Summoner
Fizz,NA,74,Master,Limerencé
Fizz,NA,75,Master,Eye of Stellars
Fizz,NA,76,Diamond 2,Aquafizz
Fizz,NA,77,Master,Le Caviar
Fizz,NA,78,Diamond 1,TEST ACC
Fizz,NA,79,Master,DuckyBells
Fizz,NA,80,Diamond 1,RyoZeZ
Fizz,NA,81,Master,Super Deep Troll
Fizz,NA,82,Diamond 2,SongSoHeee
Fizz,NA,83,Master,Mirio
Fizz,NA,84,Diamond 2,Reputed
Fizz,NA,85,Diamond 2,Koryean
Fizz,NA,86,Master,Motivity
Fizz,NA,87,Master,hide on bush
Fizz,NA,88,Master,Bu Bai Shang Fen
Fizz,NA,89,Master,Blood Vas
Fizz,NA,90,Diamond 1,Soera
Fizz,NA,91,Master,charuknight
Fizz,NA,92,Master,小笼包
Fizz,NA,93,Master,밤하늘
Fizz,NA,94,Master,Verii
Fizz,NA,95,Diamond 1,Jupiterian Blaze
Fizz,NA,96,Diamond 1,TMBLADE THE BALD
Fizz,NA,97,Diamond 1,wsLoveTT
Fizz,NA,98,Master,打团别犯糊涂
Fizz,NA,99,Diamond 2,Sinister Look
Fizz,NA,100,Master,SDW
Galio,NA,1,Challenger,lG Roookie
Galio,NA,2,Grandmaster,NotIntTop
Galio,NA,3,Grandmaster,meí dào li
Galio,NA,4,Master,Jayweii
Galio,NA,5,Challenger,Aiden Yasuo
Galio,NA,6,Master,Qube
Galio,NA,7,Challenger,roughbeanz
Galio,NA,8,Master,RU Leswin
Galio,NA,9,Challenger,PENGUIN L
Galio,NA,10,Master,Supp LFT
Galio,NA,11,Grandmaster,Bearon Nashor
Galio,NA,12,Master,喵子兮
Galio,NA,13,Grandmaster,njt
Galio,NA,14,Grandmaster,Lil Mecca
Galio,NA,15,Master,NickNameBro
Galio,NA,16,Grandmaster,Nilemars
Galio,NA,17,Grandmaster,Shield
Galio,NA,18,Grandmaster,same same
Galio,NA,19,Master,Battòusai
Galio,NA,20,Master,Ur Uncle Sam
Galio,NA,21,Master,Mid AP Yorick
Galio,NA,22,Master,kwamakaze
Galio,NA,23,Master,Hecti12
Galio,NA,24,Master,Old Primitive
Galio,NA,25,Master,Step
Galio,NA,26,Master,败者食尘
Galio,NA,27,Master,UCI Canyon
Galio,NA,28,Master,Curt
Galio,NA,29,Master,Chet Magnum
Galio,NA,30,Master,LemonPoet
Galio,NA,31,Master,sindiwoon
Galio,NA,32,Master,huyzxje
Galio,NA,33,Master,网易云故事听众
Galio,NA,34,Master,beebeeb123
Galio,NA,35,Master,deserve
Galio,NA,36,Master,Extempted
Galio,NA,37,Master,Helmet
Galio,NA,38,Master,Umarimbrynny
Galio,NA,39,Master,小摊公主
Galio,NA,40,Master,Jian Bing Guo Zi
Galio,NA,41,Master,Strict Proctor
Galio,NA,42,Master,Draconus
Galio,NA,43,Master,Heros Entrances
Galio,NA,44,Master,MeiYouWeiLai
Galio,NA,45,Master,벌레 漏洞バグ
Galio,NA,46,Master,Tigersnova
Galio,NA,47,Master,I am the A
Galio,NA,48,Master,GaliOsprey
Galio,NA,49,Master,TzuMinch
Galio,NA,50,Master,lnfallible
Galio,NA,51,Master,어 쩔
Galio,NA,52,Master,Spirit
Galio,NA,53,Master,Humble Yane
Galio,NA,54,Master,yx30
Galio,NA,55,Diamond 1,GawrGuraShrimp
Galio,NA,56,Master,Zadig
Galio,NA,57,Master,Margulis
Galio,NA,58,Diamond 2,Kanye West LFT
Galio,NA,59,Diamond 1,izekiel
Galio,NA,60,Master,Tricky
Galio,NA,61,Master,L1nRainyyy
Galio,NA,62,Master,Marmoset
Galio,NA,63,Master,Riot isthatthem
Galio,NA,64,Master,ImbaDreaMeR
Galio,NA,65,Master,Lidds
Galio,NA,66,Master,G so beauty
Galio,NA,67,Master,现在是 幻想时间
Galio,NA,68,Diamond 2,KILLSHOTGGS
Galio,NA,69,Master,NEO PERREO
Galio,NA,70,Master,lulu的小樱花
Galio,NA,71,Master,LockdScreenLenny
Galio,NA,72,Diamond 1,YoProjects
Galio,NA,73,Master,Alive
Galio,NA,74,Master,DontForgetATowel
Galio,NA,75,Master,theMaskedPatel
Galio,NA,76,Master,乔什吉迪
Galio,NA,77,Diamond 1,sousuke yamazaki
Galio,NA,78,Master,5z83u49i
Galio,NA,79,Master,hide on bush
Galio,NA,80,Master,SUNWUKONGMAN
Galio,NA,81,Master,SlNSOFTHEFATHER
Galio,NA,82,Master,Hong Kong player
Galio,NA,83,Diamond 1,one tick
Galio,NA,84,Diamond 2,TroubleTruffle
Galio,NA,85,Master,Baboom
Galio,NA,86,Master,Peefッ
Galio,NA,87,Master,LAN Import
Galio,NA,88,Diamond 2,MatchBoxTurtle
Galio,NA,89,Master,유식허먼
Galio,NA,90,Master,Nuyinto
Galio,NA,91,Diamond 1,TTV BerserkerBV
Galio,NA,92,Master,一个打野
Galio,NA,93,Diamond 1,W1NNING
Galio,NA,94,Master,2eB1n
Galio,NA,95,Master,CoffeeMan
Galio,NA,96,Master,Ca1m N confident
Galio,NA,97,Diamond 2,Deep Dish Bussy
Galio,NA,98,Master,Flamant
Galio,NA,99,Master,duì bù qi
Galio,NA,100,Master,Cavele
Gangplank,NA,1,Grandmaster,Solarbacca
Gangplank,NA,2,Grandmaster,Zeffry Aboujeeni
Gangplank,NA,3,Grandmaster,OutRushed
Gangplank,NA,4,Master,TwoManyOranges
Gangplank,NA,5,Grandmaster,bie yi han
Gangplank,NA,6,Grandmaster,TC porsche
Gangplank,NA,7,Master,PRINCEMPERORGOD
Gangplank,NA,8,Master,K9 Dog Ass
Gangplank,NA,9,Challenger,Zamudo
Gangplank,NA,10,Master,tortwig
Gangplank,NA,11,Master,KEKW
Gangplank,NA,12,Master,3176422
Gangplank,NA,13,Master,Feirse
Gangplank,NA,14,Master,hsjhsj
Gangplank,NA,15,Master,vizzy
Gangplank,NA,16,Master,Monako
Gangplank,NA,17,Master,DEEP MISERY
Gangplank,NA,18,Master,rc1zzzc
Gangplank,NA,19,Master,Shameless Death
Gangplank,NA,20,Master,Brandon Prince
Gangplank,NA,21,Master,PolarBear32
Gangplank,NA,22,Master,Notzu
Gangplank,NA,23,Diamond 1,imbettertopilose
Gangplank,NA,24,Diamond 1,Tobias Fate
Gangplank,NA,25,Master,theburningtank
Gangplank,NA,26,Master,Kimchi Trynd
Gangplank,NA,27,Master,Facts and Logic
Gangplank,NA,28,Master,Miccoy
Gangplank,NA,29,Master,Mirio
Gangplank,NA,30,Grandmaster,Owen
Gangplank,NA,31,Diamond 1,VIZZY WAS HERE
Gangplank,NA,32,Master,CEONB
Gangplank,NA,33,Master,Mr Alonzo
Gangplank,NA,34,Diamond 1,Barrel
Gangplank,NA,35,Diamond 1,Enriched
Gangplank,NA,36,Master,BYE VIZZY XDDDDD
Gangplank,NA,37,Master,GoodyDoge
Gangplank,NA,38,Master,flzywv
Gangplank,NA,39,Grandmaster,Taner
Gangplank,NA,40,Diamond 1,Ninkey
Gangplank,NA,41,Master,budget
Gangplank,NA,42,Master,41205
Gangplank,NA,43,Master,Estenee
Gangplank,NA,44,Master,Th35hy
Gangplank,NA,45,Diamond 1,7Wylly7
Gangplank,NA,46,Master,SauceK
Gangplank,NA,47,Master,hi im alphonse
Gangplank,NA,48,Diamond 1,Beardneck
Gangplank,NA,49,Grandmaster,PoopSwag69
Gangplank,NA,50,Master,ZXDMYDARLING
Gangplank,NA,51,Diamond 2,K9 Dookie
Gangplank,NA,52,Master,farmermid
Gangplank,NA,53,Diamond 1,Panda Panda 01
Gangplank,NA,54,Master,Nyarlathotep
Gangplank,NA,55,Diamond 2,ColdCutCombo
Gangplank,NA,56,Master,Summoner SpeII
Gangplank,NA,57,Master,Zero and Thirty
Gangplank,NA,58,Diamond 1,TrolliePollie
Gangplank,NA,59,Diamond 2,AndreMac
Gangplank,NA,60,Diamond 1,Bronze
Gangplank,NA,61,Master,sitDownDogs
Gangplank,NA,62,Diamond 1,Damex1
Gangplank,NA,63,Diamond 1,Hugit0
Gangplank,NA,64,Diamond 1,7吋小短腿
Gangplank,NA,65,Diamond 2,Neptune
Gangplank,NA,66,Master,NASaviorLOL
Gangplank,NA,67,Diamond 1,WX zGxAY3ZLlFI
Gangplank,NA,68,Diamond 2,fk cit sec
Gangplank,NA,69,Master,Hateraade
Gangplank,NA,70,Diamond 1,BLX Z
Gangplank,NA,71,Diamond 2,HK第一深情
Gangplank,NA,72,Diamond 2,nick
Gangplank,NA,73,Master,WoodofEphraim
Gangplank,NA,74,Master,The OOZ
Gangplank,NA,75,Diamond 2,mister attackman
Gangplank,NA,76,Diamond 1,Kilbstar
Gangplank,NA,77,Diamond 1,tfutty21
Gangplank,NA,78,Diamond 2,iDoNotSkipLegDay
Gangplank,NA,79,Master,bananìn
Gangplank,NA,80,Master,Xcile
Gangplank,NA,81,Diamond 1,thousander sage
Gangplank,NA,82,Diamond 1,Hosang
Gangplank,NA,83,Master,Super Deep Troll
Gangplank,NA,84,Diamond 2,WX Dr816659x
Gangplank,NA,85,Diamond 2,warner bruhs
Gangplank,NA,86,Master,weiwoi
Gangplank,NA,87,Master,Rubingdebaba
Gangplank,NA,88,Diamond 2,KogNBardTorture
Gangplank,NA,89,Master,Everen Maxwell
Gangplank,NA,90,Master,Reffect
Gangplank,NA,91,Master,Big Ounce
Gangplank,NA,92,Diamond 1,Lexrum
Gangplank,NA,93,Master,BagPlank
Gangplank,NA,94,Master,AbsoluteBustaMid
Gangplank,NA,95,Master,DukeKismet
Gangplank,NA,96,Diamond 2,middle text
Gangplank,NA,97,Diamond 2,Plank
Gangplank,NA,98,Master,Yiaze
Gangplank,NA,99,Diamond 1,TEAGUZZLER19
Gangplank,NA,100,Diamond 2,Sengoku Nadeko
Garen,NA,1,Grandmaster,PaIco
Garen,NA,2,Grandmaster,CHINESE PALCO
Garen,NA,3,Master,DawntoDúsk
Garen,NA,4,Challenger,Decoy
Garen,NA,5,Master,パルコ
Garen,NA,6,Challenger,snarkyy
Garen,NA,7,Master,I am Súnlight
Garen,NA,8,Grandmaster,Aizo
Garen,NA,9,Master,chrisnam
Garen,NA,10,Grandmaster,Lebron James
Garen,NA,11,Grandmaster,shochi
Garen,NA,12,Master,AscendingM00n
Garen,NA,13,Grandmaster,IIIIIIIIIIII
Garen,NA,14,Challenger,Cytheur
Garen,NA,15,Grandmaster,Bearon Nashor
Garen,NA,16,Grandmaster,KnicNicks
Garen,NA,17,Grandmaster,윤 아
Garen,NA,18,Master,Screelix
Garen,NA,19,Master,PAJEET THE PILOT
Garen,NA,20,Grandmaster,Marios
Garen,NA,21,Master,SpainwithouttheA
Garen,NA,22,Master,Captain Facelamb
Garen,NA,23,Grandmaster,White Snow
Garen,NA,24,Master,Dog Goes Bonk
Garen,NA,25,Master,SHU Triops
Garen,NA,26,Master,Ego
Garen,NA,27,Grandmaster,Taner
Garen,NA,28,Master,LFT KaiOverHere
Garen,NA,29,Master,Djângo
Garen,NA,30,Master,1 800 DEMACIA
Garen,NA,31,Master,Cream
Garen,NA,32,Master,LP Yoinker EZ XD
Garen,NA,33,Grandmaster,BoilTheOil
Garen,NA,34,Master,TTV AntcliffLIVE
Garen,NA,35,Master,Spy
Garen,NA,36,Master,Defstruction
Garen,NA,37,Master,Whiskey
Garen,NA,38,Master,Chenault
Garen,NA,39,Diamond 2,spiderskittles
Garen,NA,40,Master,LoLTriton
Garen,NA,41,Master,JuicyDave
Garen,NA,42,Master,Krozoid
Garen,NA,43,Grandmaster,ck286
Garen,NA,44,Master,GarenESpam
Garen,NA,45,Master,Mr uwaterloo
Garen,NA,46,Master,PierreThePoet
Garen,NA,47,Master,FunGameNoLife
Garen,NA,48,Master,Goliath
Garen,NA,49,Master,那我试试吧
Garen,NA,50,Master,DaPointGuard
Garen,NA,51,Master,Saneryus
Garen,NA,52,Master,Kafka
Garen,NA,53,Master,WayneTheWelder
Garen,NA,54,Master,Basik
Garen,NA,55,Master,Slimaniiiii
Garen,NA,56,Master,TritonxGaren
Garen,NA,57,Master,Idya
Garen,NA,58,Master,undds
Garen,NA,59,Master,urine sample
Garen,NA,60,Master,Tyler Brisco
Garen,NA,61,Master,Mobility Monster
Garen,NA,62,Master,DanteTheDentist
Garen,NA,63,Diamond 1,NisseVex
Garen,NA,64,Master,zzz
Garen,NA,65,Master,DaveTheDasher
Garen,NA,66,Master,lovesick
Garen,NA,67,Diamond 1,MustFollowYou
Garen,NA,68,Master,人間失格
Garen,NA,69,Master,GoldenNinja103
Garen,NA,70,Master,Black Shiba Inu
Garen,NA,71,Master,LoLTrinton
Garen,NA,72,Master,pengu27
Garen,NA,73,Master,DEEP MISERY
Garen,NA,74,Master,Eamran
Garen,NA,75,Master,imapedarsag
Garen,NA,76,Master,Arikau
Garen,NA,77,Diamond 1,THESCARYPREDATOR
Garen,NA,78,Master,chrisnam44
Garen,NA,79,Master,JimmyNeutron007
Garen,NA,80,Master,HollowReaper416
Garen,NA,81,Master,Loftis
Garen,NA,82,Master,Arono
Garen,NA,83,Master,Amall2
Garen,NA,84,Master,Tonateunora
Garen,NA,85,Master,1000010
Garen,NA,86,Master,Zanexiety
Garen,NA,87,Master,Python
Garen,NA,88,Master,Raveydemon
Garen,NA,89,Master,Domovarion
Garen,NA,90,Master,LOL
Garen,NA,91,Master,Stellarose
Garen,NA,92,Master,Brandonthebarber
Garen,NA,93,Master,DARIKING
Garen,NA,94,Diamond 2,4th Banned Acct
Garen,NA,95,Master,Yeetor
Garen,NA,96,Master,Twicè
Garen,NA,97,Master,Grudgefear
Garen,NA,98,Master,GAY
Garen,NA,99,Master,Hide on bush
Garen,NA,100,Master,Kevender
Gnar,NA,1,Grandmaster,bie yi han
Gnar,NA,2,Challenger,Jauny
Gnar,NA,3,Challenger,olruol
Gnar,NA,4,Challenger,Abyss watcher
Gnar,NA,5,Master,Aleakath
Gnar,NA,6,Grandmaster,Lawrence
Gnar,NA,7,Challenger,Decoy
Gnar,NA,8,Grandmaster,TinFoilSlayer
Gnar,NA,9,Master,Zan0k
Gnar,NA,10,Master,Chris Perry
Gnar,NA,11,Challenger,aknid
Gnar,NA,12,Master,TtvHoldMyAxes
Gnar,NA,13,Master,Mordevine
Gnar,NA,14,Master,Nappy
Gnar,NA,15,Grandmaster,Lebron James
Gnar,NA,16,Master,Sorakalistaric
Gnar,NA,17,Master,Icepoleon
Gnar,NA,18,Master,Kaiscar
Gnar,NA,19,Master,NOREJOICE
Gnar,NA,20,Grandmaster,Happy Game
Gnar,NA,21,Master,The First Poro
Gnar,NA,22,Master,AnPrim
Gnar,NA,23,Master,Smilexxx
Gnar,NA,24,Diamond 1,ReckIessNoob
Gnar,NA,25,Master,Zacian
Gnar,NA,26,Master,lets ride
Gnar,NA,27,Master,bwhitcher1
Gnar,NA,28,Master,AllusiveChris
Gnar,NA,29,Master,illumi zoldyck
Gnar,NA,30,Master,Thevillains
Gnar,NA,31,Diamond 1,BoxBox
Gnar,NA,32,Master,Scottland
Gnar,NA,33,Master,Rice ln A BowI
Gnar,NA,34,Master,Darcreationx
Gnar,NA,35,Master,Hoodini7272
Gnar,NA,36,Grandmaster,nonamerandomdog
Gnar,NA,37,Master,Ordamufareko
Gnar,NA,38,Diamond 2,Muahahahah
Gnar,NA,39,Master,KingRavenZ
Gnar,NA,40,Diamond 1,deathwalker111
Gnar,NA,41,Master,Bloo
Gnar,NA,42,Master,VOLl THE POOH
Gnar,NA,43,Diamond 2,Cacow
Gnar,NA,44,Master,westrice
Gnar,NA,45,Master,Dizley
Gnar,NA,46,Master,HERE l STAND
Gnar,NA,47,Diamond 1,Hooniee
Gnar,NA,48,Master,illumikxv4
Gnar,NA,49,Diamond 1,ItsMericxD
Gnar,NA,50,Diamond 1,greenn
Gnar,NA,51,Master,Dino
Gnar,NA,52,Master,GuardianOfBlade
Gnar,NA,53,Master,Undefined
Gnar,NA,54,Master,Sillody
Gnar,NA,55,Diamond 2,JOKERSEMCANDY
Gnar,NA,56,Diamond 2,GOJO IS DEAD
Gnar,NA,57,Master,Gray Yeon
Gnar,NA,58,Diamond 1,Evıl Eye
Gnar,NA,59,Master,Void
Gnar,NA,60,Diamond 1,Snakebites
Gnar,NA,61,Diamond 2,Paul Blart 007
Gnar,NA,62,Master,Firzen
Gnar,NA,63,Master,Dragon
Gnar,NA,64,Master,GDS Andi
Gnar,NA,65,Master,Tyler Brisco
Gnar,NA,66,Master,The Devils Axe
Gnar,NA,67,Diamond 2,Bejjj
Gnar,NA,68,Diamond 1,LzeroZ
Gnar,NA,69,Master,Zacoi
Gnar,NA,70,Diamond 2,Boba Panda
Gnar,NA,71,Diamond 2,Tiny Rocket Man
Gnar,NA,72,Diamond 1,Andy Chang
Gnar,NA,73,Diamond 1,marshy
Gnar,NA,74,Diamond 2,ouob
Gnar,NA,75,Diamond 1,Besso
Gnar,NA,76,Diamond 1,silencer142
Gnar,NA,77,Master,Bessyker
Gnar,NA,78,Diamond 1,okBROokBRO
Gnar,NA,79,Master,Doo
Gnar,NA,80,Master,Gaylord Nelson
Gnar,NA,81,Master,Yooper2003
Gnar,NA,82,Master,CasterMinion
Gnar,NA,83,Diamond 1,puhico
Gnar,NA,84,Diamond 1,Yikes
Gnar,NA,85,Master,STZEVE
Gnar,NA,86,Master,MaCaRock
Gnar,NA,87,Master,Yooper03 2
Gnar,NA,88,Master,고양이
Gnar,NA,89,Diamond 1,winncr351
Gnar,NA,90,Master,longge
Gnar,NA,91,Diamond 1,Qukslice
Gnar,NA,92,Master,Se1738
Gnar,NA,93,Master,sillyboyjoe
Gnar,NA,94,Master,ImAtomic
Gnar,NA,95,Diamond 2,ADL Łynx
Gnar,NA,96,Diamond 2,Testlye
Gnar,NA,97,Diamond 2,El Dorado
Gnar,NA,98,Master,SilentNomad
Gnar,NA,99,Diamond 1,Manny
Gnar,NA,100,Master,脑袋困掉了
Gragas,NA,1,Grandmaster,Marios
Gragas,NA,2,Master,kyle9303
Gragas,NA,3,Grandmaster,Lilpistol
Gragas,NA,4,Challenger,IJY
Gragas,NA,5,Grandmaster,Zequilla
Gragas,NA,6,Challenger,Halal Bros 2023
Gragas,NA,7,Grandmaster,Fischl
Gragas,NA,8,Grandmaster,ImLeaguePlayer
Gragas,NA,9,Master,Brube
Gragas,NA,10,Master,Spanked by Mommy
Gragas,NA,11,Challenger,Zalt
Gragas,NA,12,Master,Poker
Gragas,NA,13,Master,Lil Fap Trap
Gragas,NA,14,Grandmaster,Simba
Gragas,NA,15,Master,TreyDog
Gragas,NA,16,Master,Peter Griffin
Gragas,NA,17,Grandmaster,Shield
Gragas,NA,18,Master,ASADHUOAIXIAOSAD
Gragas,NA,19,Challenger,winnie
Gragas,NA,20,Master,Explosive Casks
Gragas,NA,21,Master,carl clipboard
Gragas,NA,22,Master,Bill the Drill
Gragas,NA,23,Grandmaster,lo spettro
Gragas,NA,24,Master,Strai
Gragas,NA,25,Grandmaster,bejjaniii
Gragas,NA,26,Master,Brihtark
Gragas,NA,27,Master,CFO midbeast sub
Gragas,NA,28,Master,way out
Gragas,NA,29,Master,Papi Gelapi
Gragas,NA,30,Master,henryn4dog
Gragas,NA,31,Master,Spankers
Gragas,NA,32,Master,Shoreline is bad
Gragas,NA,33,Master,Meeps
Gragas,NA,34,Master,Chad Jungle
Gragas,NA,35,Grandmaster,mr levi
Gragas,NA,36,Master,Arsh
Gragas,NA,37,Master,GodBlonde
Gragas,NA,38,Master,sonvu
Gragas,NA,39,Grandmaster,Khatab
Gragas,NA,40,Grandmaster,Jack
Gragas,NA,41,Master,ChannyBoyy
Gragas,NA,42,Grandmaster,JTC Law
Gragas,NA,43,Diamond 1,Fudgeawsome
Gragas,NA,44,Diamond 1,Shano
Gragas,NA,45,Master,Only Ban Lulu
Gragas,NA,46,Master,Superfan Gragas
Gragas,NA,47,Master,I Woven
Gragas,NA,48,Master,Juba
Gragas,NA,49,Master,Dusik Kim
Gragas,NA,50,Diamond 2,GragyMcGragster
Gragas,NA,51,Master,Amazingx
Gragas,NA,52,Master,Battòusai
Gragas,NA,53,Master,Tubby
Gragas,NA,54,Diamond 1,thousander sage
Gragas,NA,55,Master,DevilPikachu
Gragas,NA,56,Master,campagne cowboy
Gragas,NA,57,Master,ImmortalHD
Gragas,NA,58,Master,butters
Gragas,NA,59,Master,NAP
Gragas,NA,60,Master,Santa Fe LGARS
Gragas,NA,61,Master,Acce1
Gragas,NA,62,Diamond 1,全职男模
Gragas,NA,63,Master,2Siked
Gragas,NA,64,Master,PittsburghReject
Gragas,NA,65,Master,tony
Gragas,NA,66,Master,N1ceJoB
Gragas,NA,67,Master,Gusto
Gragas,NA,68,Master,Dr Flik
Gragas,NA,69,Master,Koko
Gragas,NA,70,Master,xSQuach
Gragas,NA,71,Master,Dubson
Gragas,NA,72,Master,Genznala
Gragas,NA,73,Diamond 1,PurrMonster
Gragas,NA,74,Diamond 2,Azravitul
Gragas,NA,75,Master,Públic Enémy 1
Gragas,NA,76,Master,KleenupTime
Gragas,NA,77,Master,Le Tubby
Gragas,NA,78,Master,Hikari
Gragas,NA,79,Master,LOSERSQLARRY
Gragas,NA,80,Diamond 2,Yunus
Gragas,NA,81,Master,Space Cowboy
Gragas,NA,82,Master,AgniKai
Gragas,NA,83,Master,WhyPPHard808
Gragas,NA,84,Master,AzirudeSandstorm
Gragas,NA,85,Master,Shika
Gragas,NA,86,Master,Guylaine Gagnon
Gragas,NA,87,Master,topshinbyongja
Gragas,NA,88,Diamond 2,DilysQ
Gragas,NA,89,Master,McCashDollar
Gragas,NA,90,Diamond 2,TobYEET
Gragas,NA,91,Master,Comrade
Gragas,NA,92,Diamond 1,greatcolin
Gragas,NA,93,Master,Miwai
Gragas,NA,94,Diamond 1,huoaixiao
Gragas,NA,95,Master,graggy patty
Gragas,NA,96,Master,Slayer
Gragas,NA,97,Master,Savageeee
Gragas,NA,98,Diamond 2,dancho
Gragas,NA,99,Master,H4xDefender
Gragas,NA,100,Master,gooby
Graves,NA,1,Challenger,KryRa
Graves,NA,2,Challenger,stayfocusss
Graves,NA,3,Challenger,EGO
Graves,NA,4,Challenger,T0mio
Graves,NA,5,Challenger,sean
Graves,NA,6,Challenger,KryRa
Graves,NA,7,Grandmaster,chickenboy22
Graves,NA,8,Challenger,Wynncraftian
Graves,NA,9,Challenger,winnie
Graves,NA,10,Challenger,Keel2
Graves,NA,11,Challenger,Daimonz
Graves,NA,12,Challenger,Kenvi
Graves,NA,13,Challenger,再 见
Graves,NA,14,Grandmaster,AAA海鲜批发马哥
Graves,NA,15,Challenger,Super Idol
Graves,NA,16,Master,Prince
Graves,NA,17,Grandmaster,Haru De Wanai
Graves,NA,18,Grandmaster,Kitzuo
Graves,NA,19,Challenger,irelia
Graves,NA,20,Grandmaster,dokja
Graves,NA,21,Challenger,Augustern
Graves,NA,22,Grandmaster,cnjz
Graves,NA,23,Challenger,handfool
Graves,NA,24,Grandmaster,EI Psy Congroo
Graves,NA,25,Grandmaster,sob
Graves,NA,26,Challenger,Qingxi
Graves,NA,27,Grandmaster,tachi
Graves,NA,28,Grandmaster,Tarzaned
Graves,NA,29,Grandmaster,Maxxxxxxx
Graves,NA,30,Challenger,Wocaoo
Graves,NA,31,Challenger,提线木偶
Graves,NA,32,Grandmaster,Kross
Graves,NA,33,Challenger,Km1er Cat
Graves,NA,34,Challenger,luvbaka
Graves,NA,35,Grandmaster,Miky2
Graves,NA,36,Grandmaster,in my dream
Graves,NA,37,Grandmaster,kENzi8
Graves,NA,38,Grandmaster,stayfrosty43
Graves,NA,39,Grandmaster,Nonameplayer
Graves,NA,40,Grandmaster,Jouzef
Graves,NA,41,Challenger,何威威
Graves,NA,42,Grandmaster,DollarStoreDiana
Graves,NA,43,Master,Fallouch
Graves,NA,44,Master,RobloxKING69420
Graves,NA,45,Grandmaster,S1XTEEN
Graves,NA,46,Grandmaster,JTC Law
Graves,NA,47,Master,Gragasballs
Graves,NA,48,Grandmaster,loleXyu
Graves,NA,49,Grandmaster,ABitBad
Graves,NA,50,Grandmaster,Breezyyy
Graves,NA,51,Grandmaster,Afroban
Graves,NA,52,Master,Bellydrum
Graves,NA,53,Grandmaster,Alan
Graves,NA,54,Master,Kaisa
Graves,NA,55,Master,I am your  O2
Graves,NA,56,Grandmaster,forfunnotiltpls
Graves,NA,57,Challenger,TR1LL
Graves,NA,58,Master,时光回溯
Graves,NA,59,Grandmaster,handfool
Graves,NA,60,Grandmaster,wnqylzhl
Graves,NA,61,Grandmaster,Karasmai Kayn
Graves,NA,62,Challenger,Karasmai Rhaast
Graves,NA,63,Master,Scanning
Graves,NA,64,Grandmaster,lay z boi
Graves,NA,65,Grandmaster,白桃酒酿小圆子
Graves,NA,66,Grandmaster,spongeBOBBBBBBBB
Graves,NA,67,Grandmaster,humility
Graves,NA,68,Master,note
Graves,NA,69,Master,Vinaka
Graves,NA,70,Grandmaster,Zarfot
Graves,NA,71,Master,Gnks
Graves,NA,72,Grandmaster,Murasame
Graves,NA,73,Challenger,buenos dias
Graves,NA,74,Grandmaster,Oronuke
Graves,NA,75,Challenger,twtv MusicJG
Graves,NA,76,Master,Music
Graves,NA,77,Grandmaster,拥抱早已悄悄冷却
Graves,NA,78,Master,mute
Graves,NA,79,Grandmaster,TheEliteJohn
Graves,NA,80,Grandmaster,Tails
Graves,NA,81,Master,PhantomLured
Graves,NA,82,Grandmaster,Olly839
Graves,NA,83,Master,Midnight
Graves,NA,84,Grandmaster,Léo
Graves,NA,85,Master,x Wei
Graves,NA,86,Grandmaster,barberbread
Graves,NA,87,Master,prao
Graves,NA,88,Challenger,JungIe Barber
Graves,NA,89,Grandmaster,Arimamma
Graves,NA,90,Master,Sneewo
Graves,NA,91,Master,Zeus
Graves,NA,92,Grandmaster,奶妈的安眠药
Graves,NA,93,Grandmaster,Nukez
Graves,NA,94,Master,南乡旧梦
Graves,NA,95,Grandmaster,Prod
Graves,NA,96,Grandmaster,Jimothy
Graves,NA,97,Grandmaster,Da1ky
Graves,NA,98,Grandmaster,Crabhammy
Graves,NA,99,Master,每天稳定1500
Graves,NA,100,Master,sunrise monet
Gwen,NA,1,Challenger,唯尔于心
Gwen,NA,2,Challenger,昭彰爱意
Gwen,NA,3,Challenger,Kenvi
Gwen,NA,4,Grandmaster,AYAYA
Gwen,NA,5,Grandmaster,Kirby Iover
Gwen,NA,6,Challenger,JungIe Barber
Gwen,NA,7,Challenger,Decoy
Gwen,NA,8,Grandmaster,whitealbum2
Gwen,NA,9,Grandmaster,jungleuser
Gwen,NA,10,Master,Estrogen Diff
Gwen,NA,11,Grandmaster,hyattie
Gwen,NA,12,Grandmaster,Kaizer Morde
Gwen,NA,13,Grandmaster,Wrath
Gwen,NA,14,Challenger,나는악어
Gwen,NA,15,Master,CLAP CLAP CITY
Gwen,NA,16,Grandmaster,Hyperton
Gwen,NA,17,Challenger,BLGBin
Gwen,NA,18,Master,Kuzko
Gwen,NA,19,Grandmaster,Maguyusi
Gwen,NA,20,Master,Woozer
Gwen,NA,21,Grandmaster,dokja
Gwen,NA,22,Master,THE SUPER GOONER
Gwen,NA,23,Master,Pibb Xtra
Gwen,NA,24,Master,WhoIesome Gwen
Gwen,NA,25,Grandmaster,无聊玩玩
Gwen,NA,26,Master,Sillody
Gwen,NA,27,Master,TTV xeirzo
Gwen,NA,28,Grandmaster,PCL
Gwen,NA,29,Master,sour
Gwen,NA,30,Grandmaster,bie yi han
Gwen,NA,31,Master,Kazi
Gwen,NA,32,Master,Lear
Gwen,NA,33,Grandmaster,Merthos
Gwen,NA,34,Master,MaokaiLeproso
Gwen,NA,35,Master,Rizzii
Gwen,NA,36,Grandmaster,유상모
Gwen,NA,37,Master,Ego
Gwen,NA,38,Master,上路线被控了 自己会捡垃圾吃
